Country,Year,Group,food,Price_elasticity
MNE,SSP4_2030,pres_other_dairy,pork,-0.0178079
MNE,SSP4_2030,pres_other_dairy,poultry,0.00463214
MNE,SSP4_2030,pres_other_dairy,pres_other_dairy,-0.856048
MNE,SSP4_2030,pres_other_dairy,ruminants,0.00843201
MNE,SSP4_2030,pres_other_dairy,seafood,-0.00768167
MNE,SSP4_2030,pres_other_dairy,Other,-0.0673254
MNE,SSP4_2030,ruminants,cheese,-0.0277696
MNE,SSP4_2030,ruminants,eggs,-0.0176106
MNE,SSP4_2030,ruminants,fats_and_oils,-0.0104916
MNE,SSP4_2030,ruminants,fresh_dairy,-0.0217473
MNE,SSP4_2030,ruminants,fruits_vegetables_pulses,-0.194989
MNE,SSP4_2030,ruminants,grains_flours,-0.135028
MNE,SSP4_2030,ruminants,pork,-0.0469363
MNE,SSP4_2030,ruminants,poultry,0.00130242
MNE,SSP4_2030,ruminants,pres_other_dairy,-0.0527669
MNE,SSP4_2030,ruminants,ruminants,-1.00231
MNE,SSP4_2030,ruminants,seafood,-0.0045042
MNE,SSP4_2030,ruminants,Other,-0.113077
MNE,SSP4_2030,seafood,cheese,-0.0109681
MNE,SSP4_2030,seafood,eggs,-0.0111803
MNE,SSP4_2030,seafood,fats_and_oils,-0.0167058
MNE,SSP4_2030,seafood,fresh_dairy,-0.0119643
MNE,SSP4_2030,seafood,fruits_vegetables_pulses,-0.152958
MNE,SSP4_2030,seafood,grains_flours,-0.0498752
MNE,SSP4_2030,seafood,pork,-0.0597785
MNE,SSP4_2030,seafood,poultry,0.0436558
MNE,SSP4_2030,seafood,pres_other_dairy,-0.0115049
MNE,SSP4_2030,seafood,ruminants,-0.0257479
MNE,SSP4_2030,seafood,seafood,-0.912706
MNE,SSP4_2030,seafood,Other,-0.0777151
MNE,SSP4_2030,Other,cheese,-0.0395952
MNE,SSP4_2030,Other,eggs,-0.0113713
MNE,SSP4_2030,Other,fats_and_oils,-0.00960726
MNE,SSP4_2030,Other,fresh_dairy,0.00340287
MNE,SSP4_2030,Other,fruits_vegetables_pulses,-0.109254
MNE,SSP4_2030,Other,grains_flours,-0.0356611
MNE,SSP4_2030,Other,pork,-0.0338405
MNE,SSP4_2030,Other,poultry,-0.00761636
MNE,SSP4_2030,Other,pres_other_dairy,-0.0109221
MNE,SSP4_2030,Other,ruminants,-0.0336272
MNE,SSP4_2030,Other,seafood,-0.0120632
MNE,SSP4_2030,Other,Other,-0.237914
MNE,SSP5_2030,cheese,cheese,-0.978621
MNE,SSP5_2030,cheese,eggs,-0.00850637
MNE,SSP5_2030,cheese,fats_and_oils,0.011136
MNE,SSP5_2030,cheese,fresh_dairy,0.00214224
MNE,SSP5_2030,cheese,fruits_vegetables_pulses,-0.0819585
MNE,SSP5_2030,cheese,grains_flours,-0.00219875
MNE,SSP5_2030,cheese,pork,-0.0276111
MNE,SSP5_2030,cheese,poultry,0.0286522
MNE,SSP5_2030,cheese,pres_other_dairy,0.0115174
MNE,SSP5_2030,cheese,ruminants,-0.0142206
MNE,SSP5_2030,cheese,seafood,-0.00918739
MNE,SSP5_2030,cheese,Other,-0.0554434
MNE,SSP5_2030,eggs,cheese,-0.00807609
MNE,SSP5_2030,eggs,eggs,-0.590402
MNE,SSP5_2030,eggs,fats_and_oils,-0.00664498
MNE,SSP5_2030,eggs,fresh_dairy,-0.0237686
MNE,SSP5_2030,eggs,fruits_vegetables_pulses,-0.0770477
MNE,SSP5_2030,eggs,grains_flours,-0.0329845
MNE,SSP5_2030,eggs,pork,-0.0576938
MNE,SSP5_2030,eggs,poultry,-0.0293624
MNE,SSP5_2030,eggs,pres_other_dairy,-0.00468829
MNE,SSP5_2030,eggs,ruminants,-0.0229854
MNE,SSP5_2030,eggs,seafood,0.000455889
MNE,SSP5_2030,eggs,Other,-0.0475672
MNE,SSP5_2030,fats_and_oils,cheese,-0.00784932
MNE,SSP5_2030,fats_and_oils,eggs,-0.0318687
MNE,SSP5_2030,fats_and_oils,fats_and_oils,-0.875049
MNE,SSP5_2030,fats_and_oils,fresh_dairy,-0.0196628
MNE,SSP5_2030,fats_and_oils,fruits_vegetables_pulses,-0.145677
MNE,SSP5_2030,fats_and_oils,grains_flours,-0.121629
MNE,SSP5_2030,fats_and_oils,pork,-0.0372533
MNE,SSP5_2030,fats_and_oils,poultry,-0.0202858
MNE,SSP5_2030,fats_and_oils,pres_other_dairy,-0.00206538
MNE,SSP5_2030,fats_and_oils,ruminants,0.00745857
MNE,SSP5_2030,fats_and_oils,seafood,-0.0542805
MNE,SSP5_2030,fats_and_oils,Other,-0.0661436
MNE,SSP5_2030,fresh_dairy,cheese,-0.00484581
MNE,SSP5_2030,fresh_dairy,eggs,-0.0268283
MNE,SSP5_2030,fresh_dairy,fats_and_oils,-0.0032976
MNE,SSP5_2030,fresh_dairy,fresh_dairy,-0.845019
MNE,SSP5_2030,fresh_dairy,fruits_vegetables_pulses,-0.135998
MNE,SSP5_2030,fresh_dairy,grains_flours,-0.0375328
MNE,SSP5_2030,fresh_dairy,pork,-0.0288941
MNE,SSP5_2030,fresh_dairy,poultry,-0.00228328
MNE,SSP5_2030,fresh_dairy,pres_other_dairy,-0.00152195
MNE,SSP5_2030,fresh_dairy,ruminants,0.0030732
MNE,SSP5_2030,fresh_dairy,seafood,-0.00813965
MNE,SSP5_2030,fresh_dairy,Other,-0.0556824
MNE,SSP5_2030,fruits_vegetables_pulses,cheese,0.00262525
MNE,SSP5_2030,fruits_vegetables_pulses,eggs,-0.0209696
MNE,SSP5_2030,fruits_vegetables_pulses,fats_and_oils,-0.00143075
MNE,SSP5_2030,fruits_vegetables_pulses,fresh_dairy,0.0201861
MNE,SSP5_2030,fruits_vegetables_pulses,fruits_vegetables_pulses,-0.748863
MNE,SSP5_2030,fruits_vegetables_pulses,grains_flours,-0.0730181
MNE,SSP5_2030,fruits_vegetables_pulses,pork,-0.0185855
MNE,SSP5_2030,fruits_vegetables_pulses,poultry,-0.0266378
MNE,SSP5_2030,fruits_vegetables_pulses,pres_other_dairy,0.00757698
MNE,SSP5_2030,fruits_vegetables_pulses,ruminants,0.00526806
MNE,SSP5_2030,fruits_vegetables_pulses,seafood,-0.00842524
MNE,SSP5_2030,fruits_vegetables_pulses,Other,-0.0490306
MNE,SSP5_2030,grains_flours,cheese,0.0502079
MNE,SSP5_2030,grains_flours,eggs,-0.00641586
MNE,SSP5_2030,grains_flours,fats_and_oils,-0.0166651
MNE,SSP5_2030,grains_flours,fresh_dairy,-0.0194558
MNE,SSP5_2030,grains_flours,fruits_vegetables_pulses,-0.0649784
MNE,SSP5_2030,grains_flours,grains_flours,-0.603751
MNE,SSP5_2030,grains_flours,pork,-0.00683785
MNE,SSP5_2030,grains_flours,poultry,-0.0142601
MNE,SSP5_2030,grains_flours,pres_other_dairy,-0.00946528
MNE,SSP5_2030,grains_flours,ruminants,0.0101209
MNE,SSP5_2030,grains_flours,seafood,0.00903853
MNE,SSP5_2030,grains_flours,Other,-0.0389361
MNE,SSP5_2030,pork,cheese,-0.012637
MNE,SSP5_2030,pork,eggs,0.00239651
MNE,SSP5_2030,pork,fats_and_oils,-0.00914953
MNE,SSP5_2030,pork,fresh_dairy,-0.0369036
MNE,SSP5_2030,pork,fruits_vegetables_pulses,-0.0475136
MNE,SSP5_2030,pork,grains_flours,-0.0446342
MNE,SSP5_2030,pork,pork,-0.79623
MNE,SSP5_2030,pork,poultry,-0.00527089
MNE,SSP5_2030,pork,pres_other_dairy,-0.00715901
MNE,SSP5_2030,pork,ruminants,0.0276315
MNE,SSP5_2030,pork,seafood,-0.0427529
MNE,SSP5_2030,pork,Other,-0.0738539
MNE,SSP5_2030,poultry,cheese,-0.0130156
MNE,SSP5_2030,poultry,eggs,-0.0347652
MNE,SSP5_2030,poultry,fats_and_oils,0.00376297
MNE,SSP5_2030,poultry,fresh_dairy,0.0260307
MNE,SSP5_2030,poultry,fruits_vegetables_pulses,-0.0956715
MNE,SSP5_2030,poultry,grains_flours,-0.0403003
MNE,SSP5_2030,poultry,pork,-0.0312535
MNE,SSP5_2030,poultry,poultry,-0.81814
MNE,SSP5_2030,poultry,pres_other_dairy,-0.00379772
MNE,SSP5_2030,poultry,ruminants,0.00532269
MNE,SSP5_2030,poultry,seafood,0.0720569
MNE,SSP5_2030,poultry,Other,-0.0767701
MNE,SSP5_2030,pres_other_dairy,cheese,-0.00262197
MNE,SSP5_2030,pres_other_dairy,eggs,-0.00528807
MNE,SSP5_2030,pres_other_dairy,fats_and_oils,-0.00428635
MNE,SSP5_2030,pres_other_dairy,fresh_dairy,-0.00715383
MNE,SSP5_2030,pres_other_dairy,fruits_vegetables_pulses,-0.0398674
MNE,SSP5_2030,pres_other_dairy,grains_flours,-0.027407
MNE,SSP5_2030,pres_other_dairy,pork,-0.0179364
MNE,SSP5_2030,pres_other_dairy,poultry,0.00552716
MNE,SSP5_2030,pres_other_dairy,pres_other_dairy,-0.901669
MNE,SSP5_2030,pres_other_dairy,ruminants,0.00458646
MNE,SSP5_2030,pres_other_dairy,seafood,-0.00487364
MNE,SSP5_2030,pres_other_dairy,Other,-0.0636173
MNE,SSP5_2030,ruminants,cheese,-0.0271549
MNE,SSP5_2030,ruminants,eggs,-0.02111
MNE,SSP5_2030,ruminants,fats_and_oils,-0.0124912
MNE,SSP5_2030,ruminants,fresh_dairy,-0.0225855
MNE,SSP5_2030,ruminants,fruits_vegetables_pulses,-0.221727
MNE,SSP5_2030,ruminants,grains_flours,-0.121655
MNE,SSP5_2030,ruminants,pork,-0.0477555
MNE,SSP5_2030,ruminants,poultry,0.00121524
MNE,SSP5_2030,ruminants,pres_other_dairy,-0.0450213
MNE,SSP5_2030,ruminants,ruminants,-1.02356
MNE,SSP5_2030,ruminants,seafood,-0.0126506
MNE,SSP5_2030,ruminants,Other,-0.102839
MNE,SSP5_2030,seafood,cheese,-0.00999074
MNE,SSP5_2030,seafood,eggs,-0.00972451
MNE,SSP5_2030,seafood,fats_and_oils,-0.0181684
MNE,SSP5_2030,seafood,fresh_dairy,-0.0138251
MNE,SSP5_2030,seafood,fruits_vegetables_pulses,-0.167146
MNE,SSP5_2030,seafood,grains_flours,-0.0513719
MNE,SSP5_2030,seafood,pork,-0.0566608
MNE,SSP5_2030,seafood,poultry,0.0529585
MNE,SSP5_2030,seafood,pres_other_dairy,-0.00415288
MNE,SSP5_2030,seafood,ruminants,-0.0241871
MNE,SSP5_2030,seafood,seafood,-0.857369
MNE,SSP5_2030,seafood,Other,-0.0709911
MNE,SSP5_2030,Other,cheese,-0.0392329
MNE,SSP5_2030,Other,eggs,-0.00965894
MNE,SSP5_2030,Other,fats_and_oils,-0.00729346
MNE,SSP5_2030,Other,fresh_dairy,-0.0179454
MNE,SSP5_2030,Other,fruits_vegetables_pulses,-0.119829
MNE,SSP5_2030,Other,grains_flours,-0.0338748
MNE,SSP5_2030,Other,pork,-0.0319271
MNE,SSP5_2030,Other,poultry,-0.00696658
MNE,SSP5_2030,Other,pres_other_dairy,-0.00874981
MNE,SSP5_2030,Other,ruminants,-0.0327918
MNE,SSP5_2030,Other,seafood,-0.0124079
MNE,SSP5_2030,Other,Other,-0.230169
MNG,SSP1_2030,cheese,cheese,-0.6668
MNG,SSP1_2030,cheese,eggs,-0.00955141
MNG,SSP1_2030,cheese,fats_and_oils,-0.0115464
MNG,SSP1_2030,cheese,fresh_dairy,-0.0478521
MNG,SSP1_2030,cheese,fruits_vegetables_pulses,-0.0164377
MNG,SSP1_2030,cheese,grains_flours,-0.0246736
MNG,SSP1_2030,cheese,pork,-0.00617374
MNG,SSP1_2030,cheese,poultry,0.00795183
MNG,SSP1_2030,cheese,pres_other_dairy,-0.00497606
MNG,SSP1_2030,cheese,ruminants,-0.0333875
MNG,SSP1_2030,cheese,seafood,-0.00183149
MNG,SSP1_2030,cheese,Other,-0.0454127
MNG,SSP1_2030,eggs,cheese,0.00636147
MNG,SSP1_2030,eggs,eggs,-0.475298
MNG,SSP1_2030,eggs,fats_and_oils,0.0812851
MNG,SSP1_2030,eggs,fresh_dairy,-0.0417019
MNG,SSP1_2030,eggs,fruits_vegetables_pulses,0.00612384
MNG,SSP1_2030,eggs,grains_flours,-0.0270979
MNG,SSP1_2030,eggs,pork,-0.00392033
MNG,SSP1_2030,eggs,poultry,-0.0563374
MNG,SSP1_2030,eggs,pres_other_dairy,-0.00690597
MNG,SSP1_2030,eggs,ruminants,-0.0760063
MNG,SSP1_2030,eggs,seafood,-0.00116299
MNG,SSP1_2030,eggs,Other,-0.0244755
MNG,SSP1_2030,fats_and_oils,cheese,0.00063018
MNG,SSP1_2030,fats_and_oils,eggs,-0.00902242
MNG,SSP1_2030,fats_and_oils,fats_and_oils,-0.747476
MNG,SSP1_2030,fats_and_oils,fresh_dairy,-0.0269065
MNG,SSP1_2030,fats_and_oils,fruits_vegetables_pulses,-0.022616
MNG,SSP1_2030,fats_and_oils,grains_flours,-0.086351
MNG,SSP1_2030,fats_and_oils,pork,-0.00575446
MNG,SSP1_2030,fats_and_oils,poultry,-0.0497644
MNG,SSP1_2030,fats_and_oils,pres_other_dairy,-0.0197218
MNG,SSP1_2030,fats_and_oils,ruminants,-0.0445925
MNG,SSP1_2030,fats_and_oils,seafood,-0.00173005
MNG,SSP1_2030,fats_and_oils,Other,-0.0351688
MNG,SSP1_2030,fresh_dairy,cheese,-0.00190094
MNG,SSP1_2030,fresh_dairy,eggs,-0.00887743
MNG,SSP1_2030,fresh_dairy,fats_and_oils,-0.00932046
MNG,SSP1_2030,fresh_dairy,fresh_dairy,-0.617956
MNG,SSP1_2030,fresh_dairy,fruits_vegetables_pulses,-0.0239864
MNG,SSP1_2030,fresh_dairy,grains_flours,-0.022367
MNG,SSP1_2030,fresh_dairy,pork,-0.0057381
MNG,SSP1_2030,fresh_dairy,poultry,-0.033593
MNG,SSP1_2030,fresh_dairy,pres_other_dairy,-0.0112172
MNG,SSP1_2030,fresh_dairy,ruminants,-0.0791109
MNG,SSP1_2030,fresh_dairy,seafood,-0.00170225
MNG,SSP1_2030,fresh_dairy,Other,-0.0723026
MNG,SSP1_2030,fruits_vegetables_pulses,cheese,-0.00203514
MNG,SSP1_2030,fruits_vegetables_pulses,eggs,-0.00619978
MNG,SSP1_2030,fruits_vegetables_pulses,fats_and_oils,0.00574531
MNG,SSP1_2030,fruits_vegetables_pulses,fresh_dairy,-0.0273571
MNG,SSP1_2030,fruits_vegetables_pulses,fruits_vegetables_pulses,-0.769946
MNG,SSP1_2030,fruits_vegetables_pulses,grains_flours,-0.0564578
MNG,SSP1_2030,fruits_vegetables_pulses,pork,-0.0061432
MNG,SSP1_2030,fruits_vegetables_pulses,poultry,-0.0379847
MNG,SSP1_2030,fruits_vegetables_pulses,pres_other_dairy,-0.0215926
MNG,SSP1_2030,fruits_vegetables_pulses,ruminants,-0.0548644
MNG,SSP1_2030,fruits_vegetables_pulses,seafood,-0.00182243
MNG,SSP1_2030,fruits_vegetables_pulses,Other,-0.077407
MNG,SSP1_2030,grains_flours,cheese,-0.00134356
MNG,SSP1_2030,grains_flours,eggs,0.0250655
MNG,SSP1_2030,grains_flours,fats_and_oils,-0.0102277
MNG,SSP1_2030,grains_flours,fresh_dairy,0.00352464
MNG,SSP1_2030,grains_flours,fruits_vegetables_pulses,-0.0202123
MNG,SSP1_2030,grains_flours,grains_flours,-0.68586
MNG,SSP1_2030,grains_flours,pork,-0.00405562
MNG,SSP1_2030,grains_flours,poultry,-0.0211036
MNG,SSP1_2030,grains_flours,pres_other_dairy,-0.00412819
MNG,SSP1_2030,grains_flours,ruminants,0.00305643
MNG,SSP1_2030,grains_flours,seafood,-0.00120313
MNG,SSP1_2030,grains_flours,Other,-0.0511026
MNG,SSP1_2030,pork,cheese,0.00760466
MNG,SSP1_2030,pork,eggs,0.0110691
MNG,SSP1_2030,pork,fats_and_oils,-0.0126651
MNG,SSP1_2030,pork,fresh_dairy,-0.0671145
MNG,SSP1_2030,pork,fruits_vegetables_pulses,-0.00593981
MNG,SSP1_2030,pork,grains_flours,-0.0279374
MNG,SSP1_2030,pork,pork,-0.715895
MNG,SSP1_2030,pork,poultry,-0.0262261
MNG,SSP1_2030,pork,pres_other_dairy,-0.0242772
MNG,SSP1_2030,pork,ruminants,-0.0912226
MNG,SSP1_2030,pork,seafood,-0.00192219
MNG,SSP1_2030,pork,Other,-0.02475
MNG,SSP1_2030,poultry,cheese,0.00977927
MNG,SSP1_2030,poultry,eggs,-0.00990215
MNG,SSP1_2030,poultry,fats_and_oils,-0.00335989
MNG,SSP1_2030,poultry,fresh_dairy,-0.0396705
MNG,SSP1_2030,poultry,fruits_vegetables_pulses,-0.0186387
MNG,SSP1_2030,poultry,grains_flours,-0.0222135
MNG,SSP1_2030,poultry,pork,0.000199394
MNG,SSP1_2030,poultry,poultry,-0.785731
MNG,SSP1_2030,poultry,pres_other_dairy,-0.0235153
MNG,SSP1_2030,poultry,ruminants,-0.053281
MNG,SSP1_2030,poultry,seafood,-0.00189874
MNG,SSP1_2030,poultry,Other,-0.0806485
MNG,SSP1_2030,pres_other_dairy,cheese,-0.00245429
MNG,SSP1_2030,pres_other_dairy,eggs,-0.00835761
MNG,SSP1_2030,pres_other_dairy,fats_and_oils,-0.00703575
MNG,SSP1_2030,pres_other_dairy,fresh_dairy,-0.0238233
MNG,SSP1_2030,pres_other_dairy,fruits_vegetables_pulses,-0.00872487
MNG,SSP1_2030,pres_other_dairy,grains_flours,-0.0172977
MNG,SSP1_2030,pres_other_dairy,pork,-0.00740844
MNG,SSP1_2030,pres_other_dairy,poultry,-0.0129294
MNG,SSP1_2030,pres_other_dairy,pres_other_dairy,-0.990482
MNG,SSP1_2030,pres_other_dairy,ruminants,-0.175328
MNG,SSP1_2030,pres_other_dairy,seafood,-0.00219777
MNG,SSP1_2030,pres_other_dairy,Other,-0.0933496
MNG,SSP1_2030,ruminants,cheese,-0.00283572
MNG,SSP1_2030,ruminants,eggs,-0.0132429
MNG,SSP1_2030,ruminants,fats_and_oils,-0.00340142
MNG,SSP1_2030,ruminants,fresh_dairy,-0.158315
MNG,SSP1_2030,ruminants,fruits_vegetables_pulses,-0.0297927
MNG,SSP1_2030,ruminants,grains_flours,-0.0545116
MNG,SSP1_2030,ruminants,pork,0.00173247
MNG,SSP1_2030,ruminants,poultry,-0.0181768
MNG,SSP1_2030,ruminants,pres_other_dairy,0.0255164
MNG,SSP1_2030,ruminants,ruminants,-0.836773
MNG,SSP1_2030,ruminants,seafood,0.00228986
MNG,SSP1_2030,ruminants,Other,-0.107857
MNG,SSP1_2030,seafood,cheese,0.0069749
MNG,SSP1_2030,seafood,eggs,-0.00847709
MNG,SSP1_2030,seafood,fats_and_oils,-0.0118193
MNG,SSP1_2030,seafood,fresh_dairy,-0.0532334
MNG,SSP1_2030,seafood,fruits_vegetables_pulses,-0.0234027
MNG,SSP1_2030,seafood,grains_flours,-0.0342044
MNG,SSP1_2030,seafood,pork,0.00420437
MNG,SSP1_2030,seafood,poultry,-0.0819275
MNG,SSP1_2030,seafood,pres_other_dairy,-0.0233031
MNG,SSP1_2030,seafood,ruminants,-0.0677397
MNG,SSP1_2030,seafood,seafood,-0.769508
MNG,SSP1_2030,seafood,Other,-0.0251327
MNG,SSP1_2030,Other,cheese,-0.00206195
MNG,SSP1_2030,Other,eggs,-0.00346828
MNG,SSP1_2030,Other,fats_and_oils,-0.0114402
MNG,SSP1_2030,Other,fresh_dairy,-0.0493132
MNG,SSP1_2030,Other,fruits_vegetables_pulses,-0.00543564
MNG,SSP1_2030,Other,grains_flours,-0.0160969
MNG,SSP1_2030,Other,pork,0.00219002
MNG,SSP1_2030,Other,poultry,-0.024891
MNG,SSP1_2030,Other,pres_other_dairy,-0.0191582
MNG,SSP1_2030,Other,ruminants,-0.0926565
MNG,SSP1_2030,Other,seafood,-0.00184643
MNG,SSP1_2030,Other,Other,-0.148263
MNG,SSP2_2030,cheese,cheese,-0.673282
MNG,SSP2_2030,cheese,eggs,-0.0098507
MNG,SSP2_2030,cheese,fats_and_oils,-0.0115398
MNG,SSP2_2030,cheese,fresh_dairy,-0.0473431
MNG,SSP2_2030,cheese,fruits_vegetables_pulses,-0.0179002
MNG,SSP2_2030,cheese,grains_flours,-0.0272103
MNG,SSP2_2030,cheese,pork,-0.00442984
MNG,SSP2_2030,cheese,poultry,0.0129831
MNG,SSP2_2030,cheese,pres_other_dairy,-0.00622513
MNG,SSP2_2030,cheese,ruminants,-0.119358
MNG,SSP2_2030,cheese,seafood,-0.00142163
MNG,SSP2_2030,cheese,Other,-0.047456
MNG,SSP2_2030,eggs,cheese,0.00621155
MNG,SSP2_2030,eggs,eggs,-0.466293
MNG,SSP2_2030,eggs,fats_and_oils,0.0826125
MNG,SSP2_2030,eggs,fresh_dairy,-0.0585395
MNG,SSP2_2030,eggs,fruits_vegetables_pulses,-0.0428909
MNG,SSP2_2030,eggs,grains_flours,0.0276761
MNG,SSP2_2030,eggs,pork,-0.00250939
MNG,SSP2_2030,eggs,poultry,-0.0438517
MNG,SSP2_2030,eggs,pres_other_dairy,-0.00457046
MNG,SSP2_2030,eggs,ruminants,-0.0698261
MNG,SSP2_2030,eggs,seafood,-0.000805316
MNG,SSP2_2030,eggs,Other,-0.0258946
MNG,SSP2_2030,fats_and_oils,cheese,0.000961548
MNG,SSP2_2030,fats_and_oils,eggs,-0.00996602
MNG,SSP2_2030,fats_and_oils,fats_and_oils,-0.791792
MNG,SSP2_2030,fats_and_oils,fresh_dairy,-0.0540063
MNG,SSP2_2030,fats_and_oils,fruits_vegetables_pulses,-0.0268148
MNG,SSP2_2030,fats_and_oils,grains_flours,-0.0953819
MNG,SSP2_2030,fats_and_oils,pork,-0.0044817
MNG,SSP2_2030,fats_and_oils,poultry,-0.0487189
MNG,SSP2_2030,fats_and_oils,pres_other_dairy,-0.0235207
MNG,SSP2_2030,fats_and_oils,ruminants,-0.0568284
MNG,SSP2_2030,fats_and_oils,seafood,-0.00143827
MNG,SSP2_2030,fats_and_oils,Other,-0.0313181
MNG,SSP2_2030,fresh_dairy,cheese,-0.00195694
MNG,SSP2_2030,fresh_dairy,eggs,-0.00913899
MNG,SSP2_2030,fresh_dairy,fats_and_oils,-0.00876076
MNG,SSP2_2030,fresh_dairy,fresh_dairy,-0.626941
MNG,SSP2_2030,fresh_dairy,fruits_vegetables_pulses,-0.00368309
MNG,SSP2_2030,fresh_dairy,grains_flours,-0.0228573
MNG,SSP2_2030,fresh_dairy,pork,-0.00410978
MNG,SSP2_2030,fresh_dairy,poultry,-0.0718186
MNG,SSP2_2030,fresh_dairy,pres_other_dairy,-0.0100969
MNG,SSP2_2030,fresh_dairy,ruminants,-0.0406167
MNG,SSP2_2030,fresh_dairy,seafood,-0.00131892
MNG,SSP2_2030,fresh_dairy,Other,-0.0765891
MNG,SSP2_2030,fruits_vegetables_pulses,cheese,-0.00204864
MNG,SSP2_2030,fruits_vegetables_pulses,eggs,-0.0065799
MNG,SSP2_2030,fruits_vegetables_pulses,fats_and_oils,0.00381524
MNG,SSP2_2030,fruits_vegetables_pulses,fresh_dairy,-0.027749
MNG,SSP2_2030,fruits_vegetables_pulses,fruits_vegetables_pulses,-0.807847
MNG,SSP2_2030,fruits_vegetables_pulses,grains_flours,-0.056389
MNG,SSP2_2030,fruits_vegetables_pulses,pork,-0.00430235
MNG,SSP2_2030,fruits_vegetables_pulses,poultry,-0.0349116
MNG,SSP2_2030,fruits_vegetables_pulses,pres_other_dairy,-0.021732
MNG,SSP2_2030,fruits_vegetables_pulses,ruminants,-0.0685476
MNG,SSP2_2030,fruits_vegetables_pulses,seafood,-0.00138072
MNG,SSP2_2030,fruits_vegetables_pulses,Other,-0.0801777
MNG,SSP2_2030,grains_flours,cheese,-0.00136357
MNG,SSP2_2030,grains_flours,eggs,-0.00385385
MNG,SSP2_2030,grains_flours,fats_and_oils,-0.00758105
MNG,SSP2_2030,grains_flours,fresh_dairy,0.00400717
MNG,SSP2_2030,grains_flours,fruits_vegetables_pulses,-0.0230471
MNG,SSP2_2030,grains_flours,grains_flours,-0.69248
MNG,SSP2_2030,grains_flours,pork,-0.00286364
MNG,SSP2_2030,grains_flours,poultry,-0.00159275
MNG,SSP2_2030,grains_flours,pres_other_dairy,-0.00490015
MNG,SSP2_2030,grains_flours,ruminants,0.0115885
MNG,SSP2_2030,grains_flours,seafood,0.00698245
MNG,SSP2_2030,grains_flours,Other,-0.0533663
MNG,SSP2_2030,pork,cheese,0.00941903
MNG,SSP2_2030,pork,eggs,0.021112
MNG,SSP2_2030,pork,fats_and_oils,-0.0121529
MNG,SSP2_2030,pork,fresh_dairy,-0.0637288
MNG,SSP2_2030,pork,fruits_vegetables_pulses,-0.00727256
MNG,SSP2_2030,pork,grains_flours,-0.0286027
MNG,SSP2_2030,pork,pork,-0.665076
MNG,SSP2_2030,pork,poultry,-0.020271
MNG,SSP2_2030,pork,pres_other_dairy,-0.0249058
MNG,SSP2_2030,pork,ruminants,-0.0951738
MNG,SSP2_2030,pork,seafood,-0.00146671
MNG,SSP2_2030,pork,Other,-0.0249304
MNG,SSP2_2030,poultry,cheese,0.0121382
MNG,SSP2_2030,poultry,eggs,0.0310726
MNG,SSP2_2030,poultry,fats_and_oils,-0.00402723
MNG,SSP2_2030,poultry,fresh_dairy,-0.0468442
MNG,SSP2_2030,poultry,fruits_vegetables_pulses,-0.0212674
MNG,SSP2_2030,poultry,grains_flours,-0.0242827
MNG,SSP2_2030,poultry,pork,-0.00468571
MNG,SSP2_2030,poultry,poultry,-0.646862
MNG,SSP2_2030,poultry,pres_other_dairy,-0.0182771
MNG,SSP2_2030,poultry,ruminants,-0.0570351
MNG,SSP2_2030,poultry,seafood,-0.00150374
MNG,SSP2_2030,poultry,Other,-0.087322
MNG,SSP2_2030,pres_other_dairy,cheese,-0.0023536
MNG,SSP2_2030,pres_other_dairy,eggs,-0.0088314
MNG,SSP2_2030,pres_other_dairy,fats_and_oils,-0.00822602
MNG,SSP2_2030,pres_other_dairy,fresh_dairy,-0.0239225
MNG,SSP2_2030,pres_other_dairy,fruits_vegetables_pulses,0.000905137
MNG,SSP2_2030,pres_other_dairy,grains_flours,-0.0155799
MNG,SSP2_2030,pres_other_dairy,pork,-0.0049428
MNG,SSP2_2030,pres_other_dairy,poultry,-0.0568456
MNG,SSP2_2030,pres_other_dairy,pres_other_dairy,-0.537802
MNG,SSP2_2030,pres_other_dairy,ruminants,-0.307488
MNG,SSP2_2030,pres_other_dairy,seafood,-0.00158625
MNG,SSP2_2030,pres_other_dairy,Other,-0.0921132
MNG,SSP2_2030,ruminants,cheese,-0.00286861
MNG,SSP2_2030,ruminants,eggs,-0.0133965
MNG,SSP2_2030,ruminants,fats_and_oils,-0.00126627
MNG,SSP2_2030,ruminants,fresh_dairy,-0.150923
MNG,SSP2_2030,ruminants,fruits_vegetables_pulses,-0.031277
MNG,SSP2_2030,ruminants,grains_flours,-0.054441
MNG,SSP2_2030,ruminants,pork,0.00138694
MNG,SSP2_2030,ruminants,poultry,-0.0195271
MNG,SSP2_2030,ruminants,pres_other_dairy,-0.11969
MNG,SSP2_2030,ruminants,ruminants,-0.816319
MNG,SSP2_2030,ruminants,seafood,-0.00101777
MNG,SSP2_2030,ruminants,Other,-0.112269
MNG,SSP2_2030,seafood,cheese,0.00862383
MNG,SSP2_2030,seafood,eggs,-0.00901734
MNG,SSP2_2030,seafood,fats_and_oils,-0.0117694
MNG,SSP2_2030,seafood,fresh_dairy,-0.0531167
MNG,SSP2_2030,seafood,fruits_vegetables_pulses,-0.0229639
MNG,SSP2_2030,seafood,grains_flours,-0.0355712
MNG,SSP2_2030,seafood,pork,0.00119395
MNG,SSP2_2030,seafood,poultry,-0.0127926
