state,pollutant,emissions,unit,fuel
OR,Benzyl Chloride,1389.694,LB,"Subbituminous Coal, Pulverized"
TX,Benzyl Chloride,10398.99,LB,"Subbituminous Coal, Pulverized"
WI,Benzyl Chloride,9573.5666,LB,"Subbituminous Coal, Pulverized"
WY,Benzyl Chloride,9420.727,LB,"Subbituminous Coal, Pulverized"
IA,Benzyl Chloride,660,LB,Subbituminous Coal
IL,Benzyl Chloride,0,LB,Subbituminous Coal
IN,Benzyl Chloride,715.783,LB,Subbituminous Coal
KS,Benzyl Chloride,1848.935,LB,Subbituminous Coal
MN,Benzyl Chloride,9.168,LB,Subbituminous Coal
MO,Benzyl Chloride,7635.079,LB,Subbituminous Coal
MS,Benzyl Chloride,5,LB,Subbituminous Coal
SD,Benzyl Chloride,1141.14,LB,Subbituminous Coal
TN,Benzyl Chloride,3.99909,LB,Subbituminous Coal
WI,Benzyl Chloride,1093.987,LB,Subbituminous Coal
IA,Benzyl Chloride,117.6,LB,Subbituminous Coal
MN,Benzyl Chloride,197.082,LB,Subbituminous Coal
AR,Benzyl Chloride,6740,LB,"Subbituminous Coal, Pulverized"
CO,Benzyl Chloride,1598.863,LB,"Subbituminous Coal, Pulverized"
IA,Benzyl Chloride,3460,LB,"Subbituminous Coal, Pulverized"
IL,Benzyl Chloride,3404.226,LB,"Subbituminous Coal, Pulverized"
IN,Benzyl Chloride,504.304,LB,"Subbituminous Coal, Pulverized"
KS,Benzyl Chloride,8503.44,LB,"Subbituminous Coal, Pulverized"
LA,Benzyl Chloride,1707.99,LB,"Subbituminous Coal, Pulverized"
MI,Benzyl Chloride,149,LB,"Subbituminous Coal, Pulverized"
MN,Benzyl Chloride,504.9542,LB,"Subbituminous Coal, Pulverized"
MO,Benzyl Chloride,14794.592,LB,"Subbituminous Coal, Pulverized"
MT,Benzyl Chloride,6450.972,LB,"Subbituminous Coal, Pulverized"
NE,Benzyl Chloride,2110.919,LB,"Subbituminous Coal, Pulverized"
OH,Benzyl Chloride,1717.979,LB,"Subbituminous Coal, Pulverized"
OK,Benzyl Chloride,1570,LB,"Subbituminous Coal, Pulverized"
TN,Benzyl Chloride,21.312,LB,"Subbituminous Coal, Pulverized"
TX,Benzyl Chloride,10354.383,LB,"Subbituminous Coal, Pulverized"
WA,Benzyl Chloride,2397,LB,"Subbituminous Coal, Pulverized"
WI,Benzyl Chloride,794.757,LB,"Subbituminous Coal, Pulverized"
WY,Benzyl Chloride,45.3,LB,"Subbituminous Coal, Pulverized"
IA,Benzyl Chloride,160,LB,Subbituminous Coal
OK,Benzyl Chloride,918,LB,Subbituminous Coal
LA,Benzyl Chloride,2542.3,LB,Pulverized Lignite
ND,Benzyl Chloride,1015.965,LB,Pulverized Lignite
TX,Benzyl Chloride,7899.115,LB,Pulverized Lignite
MT,Benzyl Chloride,202.143,LB,Pulverized Lignite
ND,Benzyl Chloride,8289.558,LB,Pulverized Lignite
TX,Benzyl Chloride,28214.85,LB,Pulverized Lignite
ND,Benzyl Chloride,6425.77,LB,Lignite
ND,Benzyl Chloride,256.333,LB,Lignite
MS,Benzyl Chloride,1243.8,LB,Lignite
PA,Benzyl Chloride,126.8,LB,Distillate Oil - Grades 1 and 2
LA,Benzyl Chloride,472.142,LB,Natural Gas
MS,Benzyl Chloride,0,LB,Natural Gas
PA,Benzyl Chloride,6.2,LB,Natural Gas
NM,Benzyl Chloride,727.242,LB,Natural Gas
FL,Benzyl Chloride,656.231,LB,Petroleum Coke
MN,Benzyl Chloride,2.48,LB,Petroleum Coke
OH,Benzyl Chloride,356.183,LB,Petroleum Coke
NC,Benzyl Chloride,32.4149,LB,Wood/Bark Waste
WI,Benzyl Chloride,121.1709,LB,Wood/Bark Waste
AL,Benzyl Chloride,0,LB,Distillate Oil (Diesel)
MS,Benzyl Chloride,0,LB,Natural Gas
IL,Benzyl Chloride,5.0616E-06,LB,Landfill Gas
NC,Benzyl Chloride,0,LB,Landfill Gas
OH,Benzyl Chloride,2.1834,LB,Landfill Gas
SC,Benzyl Chloride,6.28,LB,Landfill Gas
CA,Benzyl Chloride,0.83592,LB,Landfill Gas
MS,Beryllium,12.15429,LB,"Anthracite Coal, Pulverized"
PA,Beryllium,4.014096,LB,"Anthracite Coal, Pulverized"
WI,Beryllium,0.70835,LB,"Anthracite Coal, Pulverized"
AL,Beryllium,32.161284,LB,"Bituminous Coal, Pulverized"
FL,Beryllium,9.37076,LB,"Bituminous Coal, Pulverized"
GA,Beryllium,0.293889,LB,"Bituminous Coal, Pulverized"
IN,Beryllium,0.28053,LB,"Bituminous Coal, Pulverized"
KS,Beryllium,0,LB,"Bituminous Coal, Pulverized"
OH,Beryllium,34.31114,LB,"Bituminous Coal, Pulverized"
PA,Beryllium,7.60733,LB,"Bituminous Coal, Pulverized"
TX,Beryllium,4.8129,LB,"Bituminous Coal, Pulverized"
UT,Beryllium,14.84939,LB,"Bituminous Coal, Pulverized"
WI,Beryllium,2.066462,LB,"Bituminous Coal, Pulverized"
,Beryllium,4.00387,LB,"Bituminous Coal, Pulverized"
AL,Beryllium,35.90702903,LB,"Bituminous Coal, Pulverized"
AZ,Beryllium,26.864165,LB,"Bituminous Coal, Pulverized"
CO,Beryllium,1.15005,LB,"Bituminous Coal, Pulverized"
DE,Beryllium,6.5559,LB,"Bituminous Coal, Pulverized"
FL,Beryllium,89.598635,LB,"Bituminous Coal, Pulverized"
GA,Beryllium,0.353486,LB,"Bituminous Coal, Pulverized"
IA,Beryllium,0.824947,LB,"Bituminous Coal, Pulverized"
IL,Beryllium,99.1021529,LB,"Bituminous Coal, Pulverized"
IN,Beryllium,74.555431,LB,"Bituminous Coal, Pulverized"
KS,Beryllium,109.476,LB,"Bituminous Coal, Pulverized"
KY,Beryllium,95.288919,LB,"Bituminous Coal, Pulverized"
LA,Beryllium,54.0591,LB,"Bituminous Coal, Pulverized"
MA,Beryllium,8.094012,LB,"Bituminous Coal, Pulverized"
MD,Beryllium,6.1201835,LB,"Bituminous Coal, Pulverized"
MI,Beryllium,31.64146,LB,"Bituminous Coal, Pulverized"
MN,Beryllium,0.61485837,LB,"Bituminous Coal, Pulverized"
MO,Beryllium,6.70744,LB,"Bituminous Coal, Pulverized"
MS,Beryllium,2.30985,LB,"Bituminous Coal, Pulverized"
NC,Beryllium,70.3945286,LB,"Bituminous Coal, Pulverized"
NH,Beryllium,0.834746,LB,"Bituminous Coal, Pulverized"
NJ,Beryllium,8.3649265,LB,"Bituminous Coal, Pulverized"
NV,Beryllium,2.4555431,LB,"Bituminous Coal, Pulverized"
NY,Beryllium,6.1169065,LB,"Bituminous Coal, Pulverized"
OH,Beryllium,110.0082028,LB,"Bituminous Coal, Pulverized"
PA,Beryllium,125.3404394,LB,"Bituminous Coal, Pulverized"
SC,Beryllium,16.639977,LB,"Bituminous Coal, Pulverized"
TN,Beryllium,8.15444,LB,"Bituminous Coal, Pulverized"
TX,Beryllium,13.72995,LB,"Bituminous Coal, Pulverized"
VA,Beryllium,29.789397,LB,"Bituminous Coal, Pulverized"
WI,Beryllium,7.662593,LB,"Bituminous Coal, Pulverized"
WV,Beryllium,83.0493356,LB,"Bituminous Coal, Pulverized"
IL,Beryllium,118.04008,LB,Bituminous Coal
IN,Beryllium,40.00787,LB,Bituminous Coal
KY,Beryllium,17.34919,LB,Bituminous Coal
MD,Beryllium,1.397868,LB,Bituminous Coal
MO,Beryllium,2.35715,LB,Bituminous Coal
NE,Beryllium,2.53703,LB,Bituminous Coal
NH,Beryllium,22.56092,LB,Bituminous Coal
NJ,Beryllium,0.567766,LB,Bituminous Coal
OH,Beryllium,8.0384483,LB,Bituminous Coal
TN,Beryllium,12.45969,LB,Bituminous Coal
WI,Beryllium,2.96245,LB,Bituminous Coal
WV,Beryllium,7.428526,LB,Bituminous Coal
IL,Beryllium,0.2336702,LB,Bituminous Coal
IN,Beryllium,0.01071,LB,Bituminous Coal
MI,Beryllium,0.715591,LB,Bituminous Coal
NC,Beryllium,3.351,LB,Bituminous Coal
OK,Beryllium,14.6074,LB,Bituminous Coal
VA,Beryllium,6.0506628,LB,Bituminous Coal
IA,Beryllium,1.017153,LB,Bituminous Coal
MI,Beryllium,6.21,LB,Bituminous Coal
MN,Beryllium,1.1266,LB,Bituminous Coal
,Beryllium,21.29471,LB,"Bituminous Coal, Pulverized"
AL,Beryllium,6.31351,LB,"Bituminous Coal, Pulverized"
AZ,Beryllium,2.98257,LB,"Bituminous Coal, Pulverized"
CO,Beryllium,0.234815,LB,"Bituminous Coal, Pulverized"
CT,Beryllium,0.368132,LB,"Bituminous Coal, Pulverized"
FL,Beryllium,42.695678,LB,"Bituminous Coal, Pulverized"
GA,Beryllium,109.91802,LB,"Bituminous Coal, Pulverized"
IN,Beryllium,44.265232,LB,"Bituminous Coal, Pulverized"
KY,Beryllium,21.974815,LB,"Bituminous Coal, Pulverized"
MA,Beryllium,1.829333,LB,"Bituminous Coal, Pulverized"
MD,Beryllium,14.07831,LB,"Bituminous Coal, Pulverized"
MI,Beryllium,24.77507,LB,"Bituminous Coal, Pulverized"
MO,Beryllium,0.424818,LB,"Bituminous Coal, Pulverized"
NC,Beryllium,58.467794,LB,"Bituminous Coal, Pulverized"
NY,Beryllium,8.303976,LB,"Bituminous Coal, Pulverized"
OH,Beryllium,30.2401201,LB,"Bituminous Coal, Pulverized"
PA,Beryllium,26.731372,LB,"Bituminous Coal, Pulverized"
SC,Beryllium,28.450786,LB,"Bituminous Coal, Pulverized"
TN,Beryllium,51.33729,LB,"Bituminous Coal, Pulverized"
UT,Beryllium,23.97526,LB,"Bituminous Coal, Pulverized"
VA,Beryllium,30.3074171,LB,"Bituminous Coal, Pulverized"
WI,Beryllium,4.95709,LB,"Bituminous Coal, Pulverized"
WV,Beryllium,19.43083,LB,"Bituminous Coal, Pulverized"
WY,Beryllium,1.51,LB,"Bituminous Coal, Pulverized"
MD,Beryllium,4.18216,LB,Bituminous Coal
NC,Beryllium,17.10129,LB,Bituminous Coal
TN,Beryllium,15.48273,LB,Bituminous Coal
WV,Beryllium,11.66607,LB,Bituminous Coal
CA,Beryllium,1.3898351,LB,Bituminous Coal
CO,Beryllium,3.73812,LB,Bituminous Coal
CT,Beryllium,0.0782831,LB,Bituminous Coal
KY,Beryllium,2.92875,LB,Bituminous Coal
MD,Beryllium,0.235059,LB,Bituminous Coal
PA,Beryllium,5.360108,LB,Bituminous Coal
WV,Beryllium,0,LB,Bituminous Coal
FL,Beryllium,1.006,LB,Bituminous Coal
HI,Beryllium,1.47518,LB,Bituminous Coal
IL,Beryllium,2.46784,LB,Bituminous Coal
MI,Beryllium,0.04643,LB,Bituminous Coal
MT,Beryllium,0.884596,LB,Bituminous Coal
PA,Beryllium,3.100153,LB,Bituminous Coal
PR,Beryllium,3.38751,LB,Bituminous Coal
UT,Beryllium,0.127244,LB,Bituminous Coal
WI,Beryllium,0.05665,LB,Bituminous Coal
WV,Beryllium,1.91534,LB,Bituminous Coal
AR,Beryllium,50,LB,"Subbituminous Coal, Pulverized"
AZ,Beryllium,2.69398,LB,"Subbituminous Coal, Pulverized"
IN,Beryllium,31.57702,LB,"Subbituminous Coal, Pulverized"
LA,Beryllium,14.0418,LB,"Subbituminous Coal, Pulverized"
NJ,Beryllium,2.137477,LB,"Subbituminous Coal, Pulverized"
NM,Beryllium,2.71861,LB,"Subbituminous Coal, Pulverized"
OH,Beryllium,0.18539,LB,"Subbituminous Coal, Pulverized"
,Beryllium,16.66684,LB,"Subbituminous Coal, Pulverized"
AL,Beryllium,40.17908,LB,"Subbituminous Coal, Pulverized"
AR,Beryllium,16.574,LB,"Subbituminous Coal, Pulverized"
AZ,Beryllium,3.481962,LB,"Subbituminous Coal, Pulverized"
CO,Beryllium,28.8435868,LB,"Subbituminous Coal, Pulverized"
IA,Beryllium,46.1634138,LB,"Subbituminous Coal, Pulverized"
IL,Beryllium,13.479062,LB,"Subbituminous Coal, Pulverized"
IN,Beryllium,69.38065,LB,"Subbituminous Coal, Pulverized"
KS,Beryllium,15.74897,LB,"Subbituminous Coal, Pulverized"
MI,Beryllium,138.814969,LB,"Subbituminous Coal, Pulverized"
MN,Beryllium,19.524446,LB,"Subbituminous Coal, Pulverized"
MO,Beryllium,20.36365,LB,"Subbituminous Coal, Pulverized"
NE,Beryllium,37.33421,LB,"Subbituminous Coal, Pulverized"
NM,Beryllium,11.83456,LB,"Subbituminous Coal, Pulverized"
NV,Beryllium,0.673291,LB,"Subbituminous Coal, Pulverized"
OH,Beryllium,24.26516,LB,"Subbituminous Coal, Pulverized"
OK,Beryllium,80,LB,"Subbituminous Coal, Pulverized"
OR,Beryllium,13.5365,LB,"Subbituminous Coal, Pulverized"
TX,Beryllium,32.45199,LB,"Subbituminous Coal, Pulverized"
WI,Beryllium,57.741399,LB,"Subbituminous Coal, Pulverized"
WY,Beryllium,237.62423,LB,"Subbituminous Coal, Pulverized"
IA,Beryllium,4.156017,LB,Subbituminous Coal
IL,Beryllium,0,LB,Subbituminous Coal
IN,Beryllium,7.65465,LB,Subbituminous Coal
KS,Beryllium,6.44523,LB,Subbituminous Coal
MN,Beryllium,4.0965,LB,Subbituminous Coal
MO,Beryllium,13.644286,LB,Subbituminous Coal
MS,Beryllium,13.06017,LB,Subbituminous Coal
SD,Beryllium,52.8374,LB,Subbituminous Coal
TN,Beryllium,6.99533,LB,Subbituminous Coal
WI,Beryllium,16.539678,LB,Subbituminous Coal
AK,Beryllium,0.286066,LB,Subbituminous Coal
MN,Beryllium,2.328592,LB,Subbituminous Coal
IA,Beryllium,0.01743,LB,Subbituminous Coal
AR,Beryllium,69.9804,LB,"Subbituminous Coal, Pulverized"
CO,Beryllium,0.802906,LB,"Subbituminous Coal, Pulverized"
IA,Beryllium,13.955459,LB,"Subbituminous Coal, Pulverized"
IL,Beryllium,32.37503,LB,"Subbituminous Coal, Pulverized"
IN,Beryllium,1.50768,LB,"Subbituminous Coal, Pulverized"
KS,Beryllium,27.7663488,LB,"Subbituminous Coal, Pulverized"
LA,Beryllium,8.3198,LB,"Subbituminous Coal, Pulverized"
MI,Beryllium,20.223378,LB,"Subbituminous Coal, Pulverized"
MN,Beryllium,18.382422,LB,"Subbituminous Coal, Pulverized"
MO,Beryllium,40.11183,LB,"Subbituminous Coal, Pulverized"
MT,Beryllium,20.64612,LB,"Subbituminous Coal, Pulverized"
NE,Beryllium,19.136058,LB,"Subbituminous Coal, Pulverized"
OH,Beryllium,5.6,LB,"Subbituminous Coal, Pulverized"
OK,Beryllium,76.2778,LB,"Subbituminous Coal, Pulverized"
TN,Beryllium,6.15205,LB,"Subbituminous Coal, Pulverized"
TX,Beryllium,71.02828,LB,"Subbituminous Coal, Pulverized"
WA,Beryllium,0.6,LB,"Subbituminous Coal, Pulverized"
WI,Beryllium,0.954304,LB,"Subbituminous Coal, Pulverized"
WY,Beryllium,17.4,LB,"Subbituminous Coal, Pulverized"
CO,Beryllium,0.185363,LB,Subbituminous Coal
LA,Beryllium,2.8718,LB,Subbituminous Coal
OK,Beryllium,6,LB,Subbituminous Coal
CA,Beryllium,2.99298,LB,Pulverized Lignite
LA,Beryllium,5.99982,LB,Pulverized Lignite
ND,Beryllium,5.0697,LB,Pulverized Lignite
TX,Beryllium,36.58811,LB,Pulverized Lignite
MT,Beryllium,0.443362,LB,Pulverized Lignite
ND,Beryllium,18.287882,LB,Pulverized Lignite
TX,Beryllium,85.45013,LB,Pulverized Lignite
ND,Beryllium,14.09371,LB,Lignite
ND,Beryllium,0.201437,LB,Lignite
ND,Beryllium,0.562217,LB,Lignite
MS,Beryllium,2.2,LB,Lignite
AR,Beryllium,0.4,LB,Residual Oil - Grade 6
CA,Beryllium,0.655,LB,Residual Oil - Grade 6
CT,Beryllium,0.011069626,LB,Residual Oil - Grade 6
DE,Beryllium,0.015108,LB,Residual Oil - Grade 6
FL,Beryllium,0.735926308,LB,Residual Oil - Grade 6
GA,Beryllium,0.02334328,LB,Residual Oil - Grade 6
HI,Beryllium,7.01108842,LB,Residual Oil - Grade 6
IL,Beryllium,2.90232E-06,LB,Residual Oil - Grade 6
IN,Beryllium,0.00058,LB,Residual Oil - Grade 6
LA,Beryllium,0.5245094,LB,Residual Oil - Grade 6
MA,Beryllium,0.145648842,LB,Residual Oil - Grade 6
MD,Beryllium,0.0564868,LB,Residual Oil - Grade 6
ME,Beryllium,0.271738,LB,Residual Oil - Grade 6
MI,Beryllium,0.04506,LB,Residual Oil - Grade 6
MN,Beryllium,0.00001809,LB,Residual Oil - Grade 6
NE,Beryllium,1.64943E-09,LB,Residual Oil - Grade 6
NJ,Beryllium,0.042157637,LB,Residual Oil - Grade 6
NV,Beryllium,3.73286E-06,LB,Residual Oil - Grade 6
NY,Beryllium,0.53931132,LB,Residual Oil - Grade 6
OK,Beryllium,0,LB,Residual Oil - Grade 6
PA,Beryllium,0.206823266,LB,Residual Oil - Grade 6
PR,Beryllium,11.2481674,LB,Residual Oil - Grade 6
SC,Beryllium,0.000808679,LB,Residual Oil - Grade 6
VA,Beryllium,0,LB,Residual Oil - Grade 6
WI,Beryllium,0.01058,LB,Residual Oil - Grade 6
CT,Beryllium,0.120840961,LB,Residual Oil - Grade 6
DE,Beryllium,0.00011587,LB,Residual Oil - Grade 6
FL,Beryllium,0.21638216,LB,Residual Oil - Grade 6
GA,Beryllium,0.00132516,LB,Residual Oil - Grade 6
HI,Beryllium,2.6013738,LB,Residual Oil - Grade 6
MA,Beryllium,0.01209964,LB,Residual Oil - Grade 6
MD,Beryllium,0.1596824,LB,Residual Oil - Grade 6
NE,Beryllium,0.002584101,LB,Residual Oil - Grade 6
NH,Beryllium,0.000776,LB,Residual Oil - Grade 6
NV,Beryllium,0.013328888,LB,Residual Oil - Grade 6
NY,Beryllium,1.73542823,LB,Residual Oil - Grade 6
PA,Beryllium,0.39262567,LB,Residual Oil - Grade 6
PR,Beryllium,25.98908172,LB,Residual Oil - Grade 6
VA,Beryllium,1.239794,LB,Residual Oil - Grade 6
,Beryllium,0.1494544,LB,Distillate Oil - Grades 1 and 2
AK,Beryllium,0.44274796,LB,Distillate Oil - Grades 1 and 2
AL,Beryllium,0.29592,LB,Distillate Oil - Grades 1 and 2
AR,Beryllium,0.02002,LB,Distillate Oil - Grades 1 and 2
AZ,Beryllium,0.079709,LB,Distillate Oil - Grades 1 and 2
CA,Beryllium,0.17745818,LB,Distillate Oil - Grades 1 and 2
CO,Beryllium,0.6091548,LB,Distillate Oil - Grades 1 and 2
CT,Beryllium,0.109661375,LB,Distillate Oil - Grades 1 and 2
DE,Beryllium,0.2402241,LB,Distillate Oil - Grades 1 and 2
FL,Beryllium,1.12007453,LB,Distillate Oil - Grades 1 and 2
GA,Beryllium,0.1537962,LB,Distillate Oil - Grades 1 and 2
HI,Beryllium,0.81763808,LB,Distillate Oil - Grades 1 and 2
IA,Beryllium,0,LB,Distillate Oil - Grades 1 and 2
IL,Beryllium,0.98650018,LB,Distillate Oil - Grades 1 and 2
IN,Beryllium,0.189968353,LB,Distillate Oil - Grades 1 and 2
KS,Beryllium,0,LB,Distillate Oil - Grades 1 and 2
KY,Beryllium,0.022008228,LB,Distillate Oil - Grades 1 and 2
LA,Beryllium,0.0915106,LB,Distillate Oil - Grades 1 and 2
MA,Beryllium,0.4638546,LB,Distillate Oil - Grades 1 and 2
MD,Beryllium,0,LB,Distillate Oil - Grades 1 and 2
ME,Beryllium,0.028288224,LB,Distillate Oil - Grades 1 and 2
MI,Beryllium,0.208552,LB,Distillate Oil - Grades 1 and 2
MN,Beryllium,0.024104622,LB,Distillate Oil - Grades 1 and 2
MO,Beryllium,0.11964326,LB,Distillate Oil - Grades 1 and 2
NC,Beryllium,0.08279,LB,Distillate Oil - Grades 1 and 2
NE,Beryllium,0.005230906,LB,Distillate Oil - Grades 1 and 2
NH,Beryllium,0.18534,LB,Distillate Oil - Grades 1 and 2
NJ,Beryllium,0,LB,Distillate Oil - Grades 1 and 2
NV,Beryllium,1.99273E-06,LB,Distillate Oil - Grades 1 and 2
NY,Beryllium,0.00069029,LB,Distillate Oil - Grades 1 and 2
OH,Beryllium,0.5109262,LB,Distillate Oil - Grades 1 and 2
OK,Beryllium,0,LB,Distillate Oil - Grades 1 and 2
OR,Beryllium,0,LB,Distillate Oil - Grades 1 and 2
PA,Beryllium,1.389479258,LB,Distillate Oil - Grades 1 and 2
PR,Beryllium,1.32711956,LB,Distillate Oil - Grades 1 and 2
SC,Beryllium,0.32625714,LB,Distillate Oil - Grades 1 and 2
SD,Beryllium,0.0822,LB,Distillate Oil - Grades 1 and 2
TN,Beryllium,0.16489944,LB,Distillate Oil - Grades 1 and 2
UT,Beryllium,0,LB,Distillate Oil - Grades 1 and 2
VA,Beryllium,0.0552624,LB,Distillate Oil - Grades 1 and 2
WA,Beryllium,0,LB,Distillate Oil - Grades 1 and 2
WI,Beryllium,0.15604,LB,Distillate Oil - Grades 1 and 2
WV,Beryllium,0,LB,Distillate Oil - Grades 1 and 2
DC,Beryllium,0.2728054,LB,Distillate Oil - Grade 4
MD,Beryllium,1.5424322,LB,Distillate Oil - Grade 4
MS,Beryllium,0,LB,Distillate Oil - Grade 4
WY,Beryllium,0.44,LB,Distillate Oil - Grade 4
AR,Beryllium,0.0227854,LB,Natural Gas
AZ,Beryllium,0.00666125,LB,Natural Gas
CA,Beryllium,0.046024117,LB,Natural Gas
CO,Beryllium,0.00629939,LB,Natural Gas
CT,Beryllium,0.01140018,LB,Natural Gas
DE,Beryllium,0.02078186,LB,Natural Gas
FL,Beryllium,0.02473701,LB,Natural Gas
IA,Beryllium,0.000754793,LB,Natural Gas
IL,Beryllium,0.012121527,LB,Natural Gas
IN,Beryllium,0.01137365,LB,Natural Gas
KS,Beryllium,0.18849524,LB,Natural Gas
LA,Beryllium,14.46729461,LB,Natural Gas
MD,Beryllium,0.706,LB,Natural Gas
MI,Beryllium,0.10141211,LB,Natural Gas
MN,Beryllium,0.009173873,LB,Natural Gas
MO,Beryllium,7.41276E-05,LB,Natural Gas
MS,Beryllium,0.81704353,LB,Natural Gas
NJ,Beryllium,0.0068,LB,Natural Gas
NM,Beryllium,0.27204964,LB,Natural Gas
NV,Beryllium,0.01270254,LB,Natural Gas
NY,Beryllium,0.509360315,LB,Natural Gas
OH,Beryllium,0.010171038,LB,Natural Gas
OK,Beryllium,0.08026899,LB,Natural Gas
TN,Beryllium,0.003138,LB,Natural Gas
TX,Beryllium,1.425179251,LB,Natural Gas
WI,Beryllium,0.03557,LB,Natural Gas
WV,Beryllium,0.000854,LB,Natural Gas
AL,Beryllium,2,LB,Natural Gas
AR,Beryllium,0.00160788,LB,Natural Gas
CA,Beryllium,0.335557,LB,Natural Gas
CT,Beryllium,0.003996297,LB,Natural Gas
FL,Beryllium,0,LB,Natural Gas
IA,Beryllium,0,LB,Natural Gas
IL,Beryllium,0.005121468,LB,Natural Gas
IN,Beryllium,0.0002526,LB,Natural Gas
MD,Beryllium,0.0014,LB,Natural Gas
MI,Beryllium,0.01558056,LB,Natural Gas
MN,Beryllium,0.020391064,LB,Natural Gas
MS,Beryllium,0,LB,Natural Gas
NJ,Beryllium,0.00246433,LB,Natural Gas
NY,Beryllium,0.007371658,LB,Natural Gas
OH,Beryllium,0.022106575,LB,Natural Gas
WI,Beryllium,0.01446,LB,Natural Gas
AR,Beryllium,0.01768,LB,Natural Gas
AZ,Beryllium,0.0782723,LB,Natural Gas
CT,Beryllium,0.000455712,LB,Natural Gas
DE,Beryllium,0.0715206,LB,Natural Gas
IN,Beryllium,0.0012,LB,Natural Gas
KS,Beryllium,0.02890059,LB,Natural Gas
LA,Beryllium,0.58902008,LB,Natural Gas
MI,Beryllium,0.00006096,LB,Natural Gas
NH,Beryllium,0.01242,LB,Natural Gas
NM,Beryllium,2.3866893,LB,Natural Gas
NY,Beryllium,1.10596421,LB,Natural Gas
OH,Beryllium,0.003218,LB,Natural Gas
TX,Beryllium,2.49823095,LB,Natural Gas
UT,Beryllium,0.01283083,LB,Natural Gas
VA,Beryllium,0.0176561,LB,Natural Gas
DE,Beryllium,0,LB,Process Gas
TX,Beryllium,0.4,LB,Process Gas
CA,Beryllium,0.453792,LB,Petroleum Coke
FL,Beryllium,1.504925,LB,Petroleum Coke
IA,Beryllium,0.448,LB,Petroleum Coke
KS,Beryllium,0.00462,LB,Petroleum Coke
MN,Beryllium,0.0744,LB,Petroleum Coke
MT,Beryllium,0.0561163,LB,Petroleum Coke
OH,Beryllium,0.191491,LB,Petroleum Coke
WI,Beryllium,0.330231,LB,Petroleum Coke
AR,Beryllium,0.289476,LB,Wood/Bark Waste
FL,Beryllium,0.10472,LB,Wood/Bark Waste
GA,Beryllium,0.429968,LB,Wood/Bark Waste
WI,Beryllium,2.67666,LB,Wood/Bark Waste
AL,Beryllium,0.15356,LB,Wood/Bark Waste
CA,Beryllium,0.2452251,LB,Wood/Bark Waste
FL,Beryllium,0.0836,LB,Wood/Bark Waste
GA,Beryllium,0.22774452,LB,Wood/Bark Waste
KY,Beryllium,0.0290106,LB,Wood/Bark Waste
MA,Beryllium,0,LB,Wood/Bark Waste
ME,Beryllium,0.159906232,LB,Wood/Bark Waste
MI,Beryllium,0.34596,LB,Wood/Bark Waste
MN,Beryllium,0.09346538,LB,Wood/Bark Waste
NH,Beryllium,3.086,LB,Wood/Bark Waste
OH,Beryllium,0.0069414,LB,Wood/Bark Waste
OR,Beryllium,0.0574362,LB,Wood/Bark Waste
SC,Beryllium,7.028,LB,Wood/Bark Waste
VT,Beryllium,4.047833,LB,Wood/Bark Waste
WA,Beryllium,0.1546788,LB,Wood/Bark Waste
WI,Beryllium,0.00197,LB,Wood/Bark Waste
CA,Beryllium,1.2212316,LB,Wood/Bark Waste
FL,Beryllium,0.164,LB,Wood/Bark Waste
IL,Beryllium,0.00192412,LB,Wood/Bark Waste
ME,Beryllium,0.11419408,LB,Wood/Bark Waste
MI,Beryllium,0.102206,LB,Wood/Bark Waste
MN,Beryllium,0.0414392,LB,Wood/Bark Waste
MO,Beryllium,0.1,LB,Wood/Bark Waste
NE,Beryllium,7.5862E-10,LB,Wood/Bark Waste
OH,Beryllium,0.7463,LB,Wood/Bark Waste
PA,Beryllium,0.207833266,LB,Wood/Bark Waste
SD,Beryllium,0.0107492,LB,Wood/Bark Waste
TN,Beryllium,0.0789724,LB,Wood/Bark Waste
WA,Beryllium,0.07,LB,Wood/Bark Waste
WI,Beryllium,0.58221,LB,Wood/Bark Waste
MN,Beryllium,0.025041414,LB,Wood/Bark Waste
WI,Beryllium,0.01359,LB,Wood/Bark Waste
CA,Beryllium,0.0054,LB,Wood/Bark Waste
NC,Beryllium,0.55,LB,Wood/Bark Waste
AZ,Beryllium,0.31684,LB,Wood/Bark Waste
FL,Beryllium,0.828,LB,Wood/Bark Waste
IL,Beryllium,7.10109E-06,LB,Wood/Bark Waste
NH,Beryllium,0.0948,LB,Wood/Bark Waste
AZ,Beryllium,1.71792E-07,LB,Liquified Petroleum Gas (LPG)
FL,Beryllium,1.066,LB,Solid Waste
MI,Beryllium,0.2669498,LB,Solid Waste
NJ,Beryllium,0.0278,LB,Solid Waste
CA,Beryllium,3.59702,LB,Solid Waste
FL,Beryllium,0.23,LB,Solid Waste
HI,Beryllium,0.678586,LB,Solid Waste
LA,Beryllium,0.07704,LB,Solid Waste
FL,Beryllium,0,LB,Liquid Waste
MN,Beryllium,7.54296E-07,LB,Liquid Waste
OK,Beryllium,0,LB,Liquid Waste
CA,Beryllium,0.00106,LB,Other Oil
AR,Beryllium,0.03602743,LB,Distillate Oil (Diesel)
AZ,Beryllium,0.003896026,LB,Distillate Oil (Diesel)
CA,Beryllium,0.011,LB,Distillate Oil (Diesel)
CT,Beryllium,0.119698785,LB,Distillate Oil (Diesel)
