#The Energy Information Administration (EIA),,,,,,,,,,,,,,,,,,,,,,,,,,
# https://www.eia.gov/electricity/data/eia923/archive/xls/f923_2015.zip,,,,,,,,,,,,,,,,,,,,,,,,,,
# Page 4 Generator Data from file EIA923_Schedules_2_3_4_5_M_12_2015_Final_Revision.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,
# ,,,,,,,,,,,,,,,,,,,,,,,,,,
Plant Id,"Combined Heat And
 Power Plant",Plant Name,Operator Name,Operator Id,Plant State,Census Region,NERC Region,NAICS Code,Sector Number,Sector Name,Generator Id,"Reported
Prime Mover","Net Generation
January","Net Generation
February","Net Generation
March","Net Generation
April","Net Generation
May","Net Generation
June","Net Generation
July","Net Generation
August","Net Generation
September","Net Generation
October","Net Generation
November","Net Generation
December","Net Generation
Year To Date",YEAR
3456,N,Newman,El Paso Electric Co,5701,TX,WSC,WECC,22,1,Electric Utility,1,ST,41514,26548,5721,18181,28276,27811,33521,31373,35142,5588,-167,-226,253282,2015
3456,N,Newman,El Paso Electric Co,5701,TX,WSC,WECC,22,1,Electric Utility,2,ST,25588,27407,5985,22553,29199,30452,31170,25187,29133,29317,26607,26507,309105,2015
3456,N,Newman,El Paso Electric Co,5701,TX,WSC,WECC,22,1,Electric Utility,3,ST,-160,30520,35906,37989,35040,39594,34303,36224,31888,34157,33424,35518,384403,2015
3456,N,Newman,El Paso Electric Co,5701,TX,WSC,WECC,22,1,Electric Utility,4,CA,15563,8945,32259,17793,34312,33964,32919,35732,35370,26769,20287,20771,314683,2015
3456,N,Newman,El Paso Electric Co,5701,TX,WSC,WECC,22,1,Electric Utility,5CA1,CA,13695,21684,0,0,14145,47564,21554,49516,52178,26154,0,0,246491,2015
3456,N,Newman,El Paso Electric Co,5701,TX,WSC,WECC,22,1,Electric Utility,5CT1,CT,5891,1935,679,2122,12332,39340,1589,44287,41435,20481,0,0,170091,2015
3456,N,Newman,El Paso Electric Co,5701,TX,WSC,WECC,22,1,Electric Utility,5CT2,CT,26202,32084,639,0,16685,41847,24650,35771,41320,20848,0,0,240045,2015
3456,N,Newman,El Paso Electric Co,5701,TX,WSC,WECC,22,1,Electric Utility,CT1,CT,21126,9429,33625,18505,37980,34614,37078,37273,40942,12445,0,0,283018,2015
3456,N,Newman,El Paso Electric Co,5701,TX,WSC,WECC,22,1,Electric Utility,CT2,CT,21749,11824,35424,18286,35628,39377,36019,41219,38887,47330,47290,51765,424801,2015
3457,N,Lewis Creek,Entergy Texas Inc.,55937,TX,WSC,SERC,22,1,Electric Utility,1,ST,10790,78910,121921,94104,97311,120790,131000,118055,95269,70369,122097,101432,1162048,2015
3457,N,Lewis Creek,Entergy Texas Inc.,55937,TX,WSC,SERC,22,1,Electric Utility,2,ST,107301,62412,43718,93368,105861,116245,125647,113624,113005,128379,-359,55838,1065039,2015
3459,N,Sabine,Entergy Texas Inc.,55937,TX,WSC,SERC,22,1,Electric Utility,1,ST,-473,-515,-284,26199,89288,74382,88489,71459,54479,69777,71107,100234,644142,2015
3459,N,Sabine,Entergy Texas Inc.,55937,TX,WSC,SERC,22,1,Electric Utility,2,ST,13886,12467,8068,57187,86654,78132,24028,47771,59487,87356,23457,-1296,497197,2015
3459,N,Sabine,Entergy Texas Inc.,55937,TX,WSC,SERC,22,1,Electric Utility,3,ST,130712,121594,152184,106564,15758,122756,119538,94607,123610,35597,-254,-188,1022478,2015
3459,N,Sabine,Entergy Texas Inc.,55937,TX,WSC,SERC,22,1,Electric Utility,4,ST,70292,151213,249346,206199,68201,253552,171470,200953,240269,137614,183316,262882,2195307,2015
3459,N,Sabine,Entergy Texas Inc.,55937,TX,WSC,SERC,22,1,Electric Utility,5,ST,94233,46499,108570,67036,90484,30759,158823,79168,42012,59635,92022,84690,953931,2015
3460,N,Cedar Bayou,NRG Texas Power LLC,54888,TX,WSC,TRE,22,2,NAICS-22 Non-Cogen,1,ST,14572,45754,51071,122804,125774,188787,219571,199479,168903,129663,45088,-1120,1310346,2015
3460,N,Cedar Bayou,NRG Texas Power LLC,54888,TX,WSC,TRE,22,2,NAICS-22 Non-Cogen,2,ST,3420,34132,41934,95127,125938,123436,192450,156109,101283,87674,71033,-23,1032513,2015
3464,N,Greens Bayou,NRG Texas Power LLC,54888,TX,WSC,TRE,22,2,NAICS-22 Non-Cogen,5,ST,-897,-742,-445,3053,2767,4856,13127,42814,8903,-27,-697,-720,71992,2015
3468,N,Sam Bertron,NRG Texas Power LLC,54888,TX,WSC,TRE,22,2,NAICS-22 Non-Cogen,3,ST,-275,-226,-245,-210,-217,-210,-219,-228,-202,-160,-164,-155,-2511,2015
3468,N,Sam Bertron,NRG Texas Power LLC,54888,TX,WSC,TRE,22,2,NAICS-22 Non-Cogen,4,ST,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
3468,N,Sam Bertron,NRG Texas Power LLC,54888,TX,WSC,TRE,22,2,NAICS-22 Non-Cogen,ST1,ST,-170,-133,-135,-121,-125,-120,-124,-124,-113,-95,-90,-93,-1443,2015
3468,N,Sam Bertron,NRG Texas Power LLC,54888,TX,WSC,TRE,22,2,NAICS-22 Non-Cogen,ST2,ST,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
3469,N,T H Wharton,NRG Texas Power LLC,54888,TX,WSC,TRE,22,2,NAICS-22 Non-Cogen,3,CA,17,5914,11999,15007,9651,13914,18351,12362,10536,7376,8347,265,113739,2015
3469,N,T H Wharton,NRG Texas Power LLC,54888,TX,WSC,TRE,22,2,NAICS-22 Non-Cogen,31,CT,426,3255,7981,10718,6608,10711,11244,8664,7143,4956,6298,474,78478,2015
3469,N,T H Wharton,NRG Texas Power LLC,54888,TX,WSC,TRE,22,2,NAICS-22 Non-Cogen,32,CT,430,3934,8179,9499,5793,9138,10739,7275,6415,4094,5553,388,71437,2015
3469,N,T H Wharton,NRG Texas Power LLC,54888,TX,WSC,TRE,22,2,NAICS-22 Non-Cogen,33,CT,220,4116,6111,7248,5203,6359,9688,6220,5861,4287,4222,213,59748,2015
3469,N,T H Wharton,NRG Texas Power LLC,54888,TX,WSC,TRE,22,2,NAICS-22 Non-Cogen,34,CT,218,3942,6915,8253,5406,6329,9962,6493,5679,3949,4672,204,62022,2015
3469,N,T H Wharton,NRG Texas Power LLC,54888,TX,WSC,TRE,22,2,NAICS-22 Non-Cogen,4,CA,345,7083,13093,15733,10249,13305,17858,12971,9221,2554,7640,1517,111569,2015
3469,N,T H Wharton,NRG Texas Power LLC,54888,TX,WSC,TRE,22,2,NAICS-22 Non-Cogen,41,CT,845,5005,8636,10787,6987,10280,10913,7218,6349,1818,5075,2001,75914,2015
3469,N,T H Wharton,NRG Texas Power LLC,54888,TX,WSC,TRE,22,2,NAICS-22 Non-Cogen,42,CT,235,4552,7691,10127,6611,5867,9168,7025,4956,1492,5008,615,63347,2015
3469,N,T H Wharton,NRG Texas Power LLC,54888,TX,WSC,TRE,22,2,NAICS-22 Non-Cogen,43,CT,196,4172,7478,8403,5903,7710,10961,8450,4871,1400,3979,513,64036,2015
3469,N,T H Wharton,NRG Texas Power LLC,54888,TX,WSC,TRE,22,2,NAICS-22 Non-Cogen,44,CT,159,4145,7540,8204,4870,6576,9610,7555,5587,1660,4447,1195,61548,2015
3470,N,W A Parish,NRG Texas Power LLC,54888,TX,WSC,TRE,22,2,NAICS-22 Non-Cogen,1,ST,-349,270,908,1765,553,1324,12199,11516,5365,-5,-426,-284,32836,2015
3470,N,W A Parish,NRG Texas Power LLC,54888,TX,WSC,TRE,22,2,NAICS-22 Non-Cogen,2,ST,-271,481,2544,3457,526,4907,12590,16147,7632,93,-208,-255,47643,2015
3470,N,W A Parish,NRG Texas Power LLC,54888,TX,WSC,TRE,22,2,NAICS-22 Non-Cogen,3,ST,499,8574,4758,7629,12012,22262,40021,31607,11393,10595,6093,7420,162863,2015
3470,N,W A Parish,NRG Texas Power LLC,54888,TX,WSC,TRE,22,2,NAICS-22 Non-Cogen,4,ST,2686,-157,1269,59336,31326,68614,100851,83801,53446,54081,8319,8111,471683,2015
3470,N,W A Parish,NRG Texas Power LLC,54888,TX,WSC,TRE,22,2,NAICS-22 Non-Cogen,5,ST,260483,272418,384189,389817,376357,388100,338407,408384,405274,384642,321979,266875,4196925,2015
3470,N,W A Parish,NRG Texas Power LLC,54888,TX,WSC,TRE,22,2,NAICS-22 Non-Cogen,6,ST,337312,315988,381434,351921,242528,389992,405061,407023,400041,377533,168301,91108,3868242,2015
3470,N,W A Parish,NRG Texas Power LLC,54888,TX,WSC,TRE,22,2,NAICS-22 Non-Cogen,7,ST,280536,294777,331493,365140,311124,347450,367519,365397,369334,224775,-1581,-1797,3254167,2015
3470,N,W A Parish,NRG Texas Power LLC,54888,TX,WSC,TRE,22,2,NAICS-22 Non-Cogen,8,ST,359130,328338,160561,156939,378971,382239,366404,386652,391608,371828,325113,166302,3774085,2015
3476,N,Knox Lee,Southwestern Electric Power Co,17698,TX,WSC,SPP,22,1,Electric Utility,2,ST,0,0,0,0,0,316,895,326,0,2495,0,0,4032,2015
3476,N,Knox Lee,Southwestern Electric Power Co,17698,TX,WSC,SPP,22,1,Electric Utility,3,ST,0,0,0,0,0,0,346,0,0,2075,0,0,2421,2015
3476,N,Knox Lee,Southwestern Electric Power Co,17698,TX,WSC,SPP,22,1,Electric Utility,4,ST,0,0,0,0,0,0,2754,672,0,0,0,635,4061,2015
3476,N,Knox Lee,Southwestern Electric Power Co,17698,TX,WSC,SPP,22,1,Electric Utility,5,ST,4098,2082,0,0,0,5474,8511,20489,7666,40639,0,3014,91973,2015
3477,N,Lone Star,Southwestern Electric Power Co,17698,TX,WSC,SPP,22,1,Electric Utility,1,ST,0,0,0,0,0,572,598,977,0,3014,370,0,5531,2015
3478,N,Wilkes,Southwestern Electric Power Co,17698,TX,WSC,SPP,22,1,Electric Utility,1,ST,24324,23326,26494,30255,27605,26062,31295,30906,11188,0,9374,33874,274703,2015
3478,N,Wilkes,Southwestern Electric Power Co,17698,TX,WSC,SPP,22,1,Electric Utility,2,ST,25355,11606,0,4320,13103,14417,47221,62237,21450,0,0,2692,202401,2015
3478,N,Wilkes,Southwestern Electric Power Co,17698,TX,WSC,SPP,22,1,Electric Utility,3,ST,25937,4308,10081,0,0,8590,40620,44842,31893,5236,12652,2534,186693,2015
3482,N,Jones,Southwestern Public Service Co,17718,TX,WSC,SPP,22,1,Electric Utility,1,ST,44891,33633,63989,59096,23478,46099,84019,108452,89417,95918,106327,62588,817907,2015
3482,N,Jones,Southwestern Public Service Co,17718,TX,WSC,SPP,22,1,Electric Utility,2,ST,29983,25003,61389,61592,45405,39022,92005,90147,42794,-131,25210,92836,605255,2015
3484,N,Nichols,Southwestern Public Service Co,17718,TX,WSC,SPP,22,1,Electric Utility,1,ST,17872,2107,12490,2488,3186,5338,26359,27408,15361,13277,12503,13029,151418,2015
3484,N,Nichols,Southwestern Public Service Co,17718,TX,WSC,SPP,22,1,Electric Utility,2,ST,7373,11705,5437,5355,2069,5677,6222,-254,-187,-181,-219,-309,42688,2015
3484,N,Nichols,Southwestern Public Service Co,17718,TX,WSC,SPP,22,1,Electric Utility,3,ST,1112,0,119,8530,12963,23942,52340,51099,27651,20991,16881,9671,225299,2015
3485,N,Plant X,Southwestern Public Service Co,17718,TX,WSC,SPP,22,1,Electric Utility,1,ST,-138,-144,-134,1608,-207,-156,3540,94,-186,-193,-108,-104,3872,2015
3485,N,Plant X,Southwestern Public Service Co,17718,TX,WSC,SPP,22,1,Electric Utility,2,ST,4179,11477,13451,15583,11419,7500,24961,20973,7545,8701,-85,4444,130148,2015
3485,N,Plant X,Southwestern Public Service Co,17718,TX,WSC,SPP,22,1,Electric Utility,3,ST,23243,16235,10228,33914,9094,6826,26126,27064,3567,7735,-132,-170,163730,2015
3485,N,Plant X,Southwestern Public Service Co,17718,TX,WSC,SPP,22,1,Electric Utility,4,ST,17372,25826,64559,54371,24488,41941,75391,76632,44214,18195,11575,25800,480364,2015
3490,N,Graham,Luminant Generation Company LLC,55983,TX,WSC,TRE,22,2,NAICS-22 Non-Cogen,1,ST,0,1785,2334,0,363,1248,20478,22775,1387,0,127,567,51064,2015
3490,N,Graham,Luminant Generation Company LLC,55983,TX,WSC,TRE,22,2,NAICS-22 Non-Cogen,2,ST,1046,9429,8552,946,54,17588,31986,58949,8636,2264,2746,355,142551,2015
3491,N,Handley,Exelon Power,6035,TX,WSC,TRE,22,2,NAICS-22 Non-Cogen,3,ST,0,12419,0,0,4747,0,70271,71544,4507,3379,0,1682,168549,2015
3491,N,Handley,Exelon Power,6035,TX,WSC,TRE,22,2,NAICS-22 Non-Cogen,4,ST,604,1339,6185,446,547,7905,15041,40427,6970,7993,2113,3596,93166,2015
3491,N,Handley,Exelon Power,6035,TX,WSC,TRE,22,2,NAICS-22 Non-Cogen,5,ST,1358,0,5263,4366,1688,8177,15431,46693,18437,766,3139,3941,109259,2015
3497,N,Big Brown,Big Brown Power Company LLC,56884,TX,WSC,TRE,22,2,NAICS-22 Non-Cogen,1,ST,346653,324435,377208,310307,263880,364866,385288,310438,323275,268486,309416,297156,3881408,2015
3497,N,Big Brown,Big Brown Power Company LLC,56884,TX,WSC,TRE,22,2,NAICS-22 Non-Cogen,2,ST,365933,252991,373409,323039,157811,376448,376695,361758,336741,291697,299177,232244,3747943,2015
3504,N,Stryker Creek,Luminant Generation Company LLC,55983,TX,WSC,TRE,22,2,NAICS-22 Non-Cogen,ST1,ST,1274,982,795,.,0,486,7945,12538,651,638,0,0,25309,2015
3504,N,Stryker Creek,Luminant Generation Company LLC,55983,TX,WSC,TRE,22,2,NAICS-22 Non-Cogen,ST2,ST,2152,4396,12733,.,392,17641,39901,56436,11208,0,3067,555,148481,2015
3507,N,Trinidad (TX),Luminant Generation Company LLC,55983,TX,WSC,TRE,22,2,NAICS-22 Non-Cogen,6,ST,846,1156,482,0,130,597,15169,18748,-254,736,347,0,37957,2015
3548,N,Decker Creek,Austin Energy,1015,TX,WSC,TRE,22,1,Electric Utility,1,ST,0,0,0,0,0,27160,57141,68566,47054,10297,0,0,210218,2015
3548,N,Decker Creek,Austin Energy,1015,TX,WSC,TRE,22,1,Electric Utility,2,ST,0,0,10902,8455,2503,40026,63244,88512,57878,35648,28386,11071,346625,2015
3559,N,Silas Ray,Brownsville Public Utilities Board,2409,TX,WSC,TRE,22,1,Electric Utility,5,ST,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
3559,N,Silas Ray,Brownsville Public Utilities Board,2409,TX,WSC,TRE,22,1,Electric Utility,6,CA,0,0,0,0,0,0,1602,1380,947,1547,0,86,5562,2015
3559,N,Silas Ray,Brownsville Public Utilities Board,2409,TX,WSC,TRE,22,1,Electric Utility,9,CT,903,177,217,0,0,111,5011,4033,3706,3817,0,638,18613,2015
3576,N,Ray Olinger,City of Garland - (TX),6958,TX,WSC,TRE,22,1,Electric Utility,1,ST,0,0,318,0,0,0,3779,5753,0,0,0,0,9850,2015
3576,N,Ray Olinger,City of Garland - (TX),6958,TX,WSC,TRE,22,1,Electric Utility,2,ST,82,522,2148,0,0,0,10008,8225,559,0,0,0,21544,2015
3576,N,Ray Olinger,City of Garland - (TX),6958,TX,WSC,TRE,22,1,Electric Utility,3,ST,0,0,0,0,0,0,10931,11950,1271,0,0,0,24152,2015
3601,N,Sim Gideon,Lower Colorado River Authority,11269,TX,WSC,TRE,22,1,Electric Utility,1,ST,279,933,1266,0,-331,1446,11734,19478,974,0,0,0,35779,2015
3601,N,Sim Gideon,Lower Colorado River Authority,11269,TX,WSC,TRE,22,1,Electric Utility,2,ST,256,1832,3147,0,-800,2637,11498,17182,2019,2240,0,0,40011,2015
3601,N,Sim Gideon,Lower Colorado River Authority,11269,TX,WSC,TRE,22,1,Electric Utility,3,ST,2361,19584,13130,0,-258,1004,39824,86632,27762,7592,0,4606,202237,2015
3602,N,Ty Cooke,City of Lubbock - (TX),11292,TX,WSC,SPP,22,1,Electric Utility,1,ST,599,0,0,3212,0,6763,15988,15427,9785,899,7272,0,59945,2015
3602,N,Ty Cooke,City of Lubbock - (TX),11292,TX,WSC,SPP,22,1,Electric Utility,2,ST,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
3604,N,J Robert Massengale,City of Lubbock - (TX),11292,TX,WSC,SPP,22,1,Electric Utility,6A,CA,0,0,0,80,0,480,1405,1933,1285,0,0,0,5183,2015
3604,N,J Robert Massengale,City of Lubbock - (TX),11292,TX,WSC,SPP,22,1,Electric Utility,7,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
3604,N,J Robert Massengale,City of Lubbock - (TX),11292,TX,WSC,SPP,22,1,Electric Utility,8,CT,0,0,0,414,0,2435,6807,9208,6304,0,0,22,25190,2015
3611,N,O W Sommers,City of San Antonio - (TX),16604,TX,WSC,TRE,22,1,Electric Utility,1,ST,1169,-724,3544,30705,9494,20907,43093,47573,5285,12070,30650,793,204559,2015
3611,N,O W Sommers,City of San Antonio - (TX),16604,TX,WSC,TRE,22,1,Electric Utility,2,ST,-505,30608,20284,36611,20279,25613,49200,72929,42144,13766,-759,2481,312651,2015
3612,N,V H Braunig,City of San Antonio - (TX),16604,TX,WSC,TRE,22,1,Electric Utility,1,ST,-238,1144,10729,-295,1938,2212,25910,37377,27885,10534,7529,13643,138368,2015
3612,N,V H Braunig,City of San Antonio - (TX),16604,TX,WSC,TRE,22,1,Electric Utility,2,ST,-238,2504,6284,885,-270,1853,20060,31728,16274,13838,3362,-292,95988,2015
3612,N,V H Braunig,City of San Antonio - (TX),16604,TX,WSC,TRE,22,1,Electric Utility,3,ST,5033,13062,14776,5487,3501,9074,1118,66447,23875,-242,-103,1204,143232,2015
3628,N,R W Miller,Brazos Electric Power Coop Inc,2172,TX,WSC,TRE,22,1,Electric Utility,1,ST,0,0,0,0,0,146,3203,4775,0,0,0,456,8580,2015
3628,N,R W Miller,Brazos Electric Power Coop Inc,2172,TX,WSC,TRE,22,1,Electric Utility,2,ST,0,0,0,0,0,1060,16755,23317,2407,6242,0,990,50771,2015
3628,N,R W Miller,Brazos Electric Power Coop Inc,2172,TX,WSC,TRE,22,1,Electric Utility,3,ST,0,0,0,0,1313,15794,24621,16182,9472,2790,39,5030,75241,2015
3630,N,Pearsall,"South Texas Electric Coop, Inc",17583,TX,WSC,TRE,22,1,Electric Utility,1,ST,128,380,402,0,0,0,838,1044,0,0,0,0,2792,2015
3630,N,Pearsall,"South Texas Electric Coop, Inc",17583,TX,WSC,TRE,22,1,Electric Utility,2,ST,122,445,402,0,0,0,641,1260,0,0,0,0,2870,2015
3630,N,Pearsall,"South Texas Electric Coop, Inc",17583,TX,WSC,TRE,22,1,Electric Utility,3,ST,181,362,260,17,0,0,1043,855,0,0,0,0,2718,2015
3631,N,Sam Rayburn,"South Texas Electric Coop, Inc",17583,TX,WSC,TRE,22,1,Electric Utility,10,CA,3684,3880,6081,4408,3061,3281,4903,7636,5928,3642,1991,2973,51468,2015
3631,N,Sam Rayburn,"South Texas Electric Coop, Inc",17583,TX,WSC,TRE,22,1,Electric Utility,7,CT,4882,5555,4459,4299,806,-214,320,9677,7248,3204,3503,823,44562,2015
3631,N,Sam Rayburn,"South Texas Electric Coop, Inc",17583,TX,WSC,TRE,22,1,Electric Utility,8,CT,5341,5106,9758,6206,5135,6131,9380,10666,6940,5642,2801,6058,79164,2015
3631,N,Sam Rayburn,"South Texas Electric Coop, Inc",17583,TX,WSC,TRE,22,1,Electric Utility,9,CT,4255,4342,8046,5051,4854,5712,8521,8894,6707,3744,1893,4256,66275,2015
3644,N,Carbon,PacifiCorp,14354,UT,MTN,WECC,22,1,Electric Utility,1,ST,48443,38610,36836,19185,0,0,0,0,0,0,0,0,143074,2015
3644,N,Carbon,PacifiCorp,14354,UT,MTN,WECC,22,1,Electric Utility,2,ST,71601,70451,75991,32749,0,0,0,0,0,0,0,0,250792,2015
3648,N,Gadsby,PacifiCorp,14354,UT,MTN,WECC,22,1,Electric Utility,1,ST,-167,-111,-120,-125,-130,1260,5789,5960,2856,-139,-143,-149,14781,2015
3648,N,Gadsby,PacifiCorp,14354,UT,MTN,WECC,22,1,Electric Utility,2,ST,-129,-116,-144,49,-33,5737,10502,8731,4922,-110,-86,-113,29210,2015
3648,N,Gadsby,PacifiCorp,14354,UT,MTN,WECC,22,1,Electric Utility,3,ST,-156,-122,-110,-56,-116,9138,14492,13938,8232,-289,-203,189,44937,2015
3686,N,Provo,Provo City Corp,15444,UT,MTN,WECC,22,1,Electric Utility,4,ST,.,.,.,.,.,.,.,.,.,.,.,0,0,2015
3775,N,Clinch River,Appalachian Power Co,733,VA,SAT,RFC,22,1,Electric Utility,1,ST,8208,33126,16378,17162,24216,12086,61174,98350,0,0,0,0,270700,2015
3775,N,Clinch River,Appalachian Power Co,733,VA,SAT,RFC,22,1,Electric Utility,2,ST,19944,30594,0,0,9,4728,385,66784,0,0,0,0,122444,2015
3775,N,Clinch River,Appalachian Power Co,733,VA,SAT,RFC,22,1,Electric Utility,3,ST,3031,32718,11338,0,21746,0,0,0,0,0,0,0,68833,2015
3776,N,Glen Lyn,Appalachian Power Co,733,VA,SAT,RFC,22,1,Electric Utility,5,ST,2658,69,0,3950,0,0,0,0,0,0,0,.,6677,2015
3776,N,Glen Lyn,Appalachian Power Co,733,VA,SAT,RFC,22,1,Electric Utility,6,ST,2109,26649,20928,11220,0,0,0,0,0,0,0,.,60906,2015
3796,N,Bremo Bluff,Virginia Electric & Power Co,19876,VA,SAT,SERC,22,1,Electric Utility,3,ST,14981,11028,2366,0,881,4043,5679,0,0,1261,0,262,40501,2015
3796,N,Bremo Bluff,Virginia Electric & Power Co,19876,VA,SAT,SERC,22,1,Electric Utility,4,ST,48610,56067,6077,0,2714,20076,11422,0,0,12281,0,16831,174078,2015
3797,N,Chesterfield,Virginia Electric & Power Co,19876,VA,SAT,SERC,22,1,Electric Utility,3,ST,17529,18256,0,.,5469,16071,0,16440,8323,9847,5315,10218,107468,2015
3797,N,Chesterfield,Virginia Electric & Power Co,19876,VA,SAT,SERC,22,1,Electric Utility,4,ST,56365,65765,19754,26040,33010,0,21237,18343,33103,0,14655,35924,324196,2015
3797,N,Chesterfield,Virginia Electric & Power Co,19876,VA,SAT,SERC,22,1,Electric Utility,5,ST,214094,207893,196298,.,180772,207816,212080,190139,63231,152690,212396,216326,2053735,2015
3797,N,Chesterfield,Virginia Electric & Power Co,19876,VA,SAT,SERC,22,1,Electric Utility,6,ST,410548,356738,428484,132738,175381,321367,384377,365835,377016,428261,287105,428726,4096576,2015
3797,N,Chesterfield,Virginia Electric & Power Co,19876,VA,SAT,SERC,22,1,Electric Utility,CT7,CT,329431,266893,258308,283788,227195,277184,291068,298594,254564,259816,261613,281957,3290411,2015
3797,N,Chesterfield,Virginia Electric & Power Co,19876,VA,SAT,SERC,22,1,Electric Utility,CT8,CT,0,0,0,.,.,0,0,0,0,0,0,0,0,2015
3797,N,Chesterfield,Virginia Electric & Power Co,19876,VA,SAT,SERC,22,1,Electric Utility,CW7,CA,0,0,0,.,.,0,0,0,0,0,0,0,0,2015
3797,N,Chesterfield,Virginia Electric & Power Co,19876,VA,SAT,SERC,22,1,Electric Utility,CW8,CA,0,0,0,.,.,0,0,0,0,0,0,0,0,2015
3804,N,Possum Point,Virginia Electric & Power Co,19876,VA,SAT,SERC,22,1,Electric Utility,3,ST,0,5439,0,0,0,1863,3736,0,0,0,0,0,11038,2015
3804,N,Possum Point,Virginia Electric & Power Co,19876,VA,SAT,SERC,22,1,Electric Utility,4,ST,0,2596,0,4348,1946,3383,10052,0,2669,0,0,2350,27344,2015
3804,N,Possum Point,Virginia Electric & Power Co,19876,VA,SAT,SERC,22,1,Electric Utility,5,ST,12389,149469,0,0,0,.,65727,6208,0,0,0,0,233793,2015
3804,N,Possum Point,Virginia Electric & Power Co,19876,VA,SAT,SERC,22,1,Electric Utility,6A,CT,335722,285522,196275,66101,270777,354395,357946,351326,339443,146537,271358,329397,3304799,2015
3804,N,Possum Point,Virginia Electric & Power Co,19876,VA,SAT,SERC,22,1,Electric Utility,6B,CT,0,0,0,0,.,.,0,0,0,0,0,0,0,2015
3804,N,Possum Point,Virginia Electric & Power Co,19876,VA,SAT,SERC,22,1,Electric Utility,6ST,CA,0,0,0,0,.,.,0,0,0,0,0,0,0,2015
3809,N,Yorktown,Virginia Electric & Power Co,19876,VA,SAT,SERC,22,1,Electric Utility,1,ST,46408,75824,6502,0,4171,8733,3851,0,0,0,440,0,145929,2015
3809,N,Yorktown,Virginia Electric & Power Co,19876,VA,SAT,SERC,22,1,Electric Utility,2,ST,50719,44424,4154,0,1671,9976,3784,0,0,0,544,0,115272,2015
3809,N,Yorktown,Virginia Electric & Power Co,19876,VA,SAT,SERC,22,1,Electric Utility,3,ST,33367,131648,0,0,0,27224,60792,49652,0,0,0,1424,304107,2015
3845,N,Transalta Centralia Generation,TransAlta Centralia Gen LLC,19099,WA,PACC,WECC,22,2,NAICS-22 Non-Cogen,1,ST,266707,0,0,0,166959,282857,327922,292811,295017,323919,217494,344913,2518599,2015
3845,N,Transalta Centralia Generation,TransAlta Centralia Gen LLC,19099,WA,PACC,WECC,22,2,NAICS-22 Non-Cogen,2,ST,287747,68,0,0,0,267749,330047,312565,317869,326752,287658,374323,2504778,2015
3935,N,John E Amos,Appalachian Power Co,733,WV,SAT,RFC,22,1,Electric Utility,1,ST,527507,484041,404049,277544,374615,451029,463137,451676,144240,64279,0,0,3642117,2015
3935,N,John E Amos,Appalachian Power Co,733,WV,SAT,RFC,22,1,Electric Utility,2,ST,515688,467295,422533,256440,0,275020,382790,302394,426374,466738,418508,412048,4345828,2015
3935,N,John E Amos,Appalachian Power Co,733,WV,SAT,RFC,22,1,Electric Utility,3,ST,749705,764560,546309,704203,690396,535385,452165,478584,256925,42277,421033,442667,6084209,2015
3936,N,Kanawha River,Appalachian Power Co,733,WV,SAT,RFC,22,1,Electric Utility,1,ST,67158,84667,56567,9847,0,0,0,0,0,0,0,0,218239,2015
3936,N,Kanawha River,Appalachian Power Co,733,WV,SAT,RFC,22,1,Electric Utility,2,ST,74140,71166,74563,77267,27770,0,0,0,0,0,0,0,324906,2015
3938,N,Philip Sporn,Appalachian Power Co,733,WV,SAT,RFC,22,1,Electric Utility,1,ST,690,41616,6544,49606,26461,0,0,0,0,0,0,.,124917,2015
3938,N,Philip Sporn,Appalachian Power Co,733,WV,SAT,RFC,22,1,Electric Utility,2,ST,65398,9527,31304,28506,33958,0,0,0,0,0,0,.,168693,2015
3938,N,Philip Sporn,Appalachian Power Co,733,WV,SAT,RFC,22,1,Electric Utility,3,ST,41137,66059,55374,16527,5297,0,0,0,0,0,0,.,184394,2015
3938,N,Philip Sporn,Appalachian Power Co,733,WV,SAT,RFC,22,1,Electric Utility,4,ST,55165,39670,18754,0,1668,0,0,0,0,0,0,.,115257,2015
3943,N,FirstEnergy Fort Martin Power Station,Monongahela Power Co,12796,WV,SAT,RFC,22,1,Electric Utility,1,ST,316245,342496,372105,354569,306068,341956,336620,349144,331422,156806,283383,298005,3788819,2015
3943,N,FirstEnergy Fort Martin Power Station,Monongahela Power Co,12796,WV,SAT,RFC,22,1,Electric Utility,2,ST,299330,331047,277120,230207,347531,279575,340612,307908,326244,288510,248194,231333,3507611,2015
3944,N,FirstEnergy Harrison Power Station,Allegheny Energy Supply Co LLC,23279,WV,SAT,RFC,22,1,Electric Utility,1,ST,387884,340381,177645,0,96059,330169,318514,341598,213524,327755,430280,332140,3295949,2015
3944,N,FirstEnergy Harrison Power Station,Allegheny Energy Supply Co LLC,23279,WV,SAT,RFC,22,1,Electric Utility,2,ST,365780,379359,410045,267626,374493,296015,301376,290245,313581,253493,257538,335592,3845143,2015
